variable_1,variable_2,correlation,n
cbs_age,cbs_change_purch_power,-0.09914442876913095,6063
cbs_age,cbs_gender_2_cat,0.0032026877068634203,6063
cbs_age,cbs_gross_income_percentile,0.044939295420731634,6063
cbs_age,cbs_high_achieved_edu_degree_5_cat,-0.0032225343197855244,6063
cbs_age,cbs_num_parents_abroad_3_cat,-0.11994403586724622,6063
cbs_age,cbs_purch_power_log,-0.04440361929399347,6063
cbs_age,cp24p010_happiness,0.1313845189663318,6063
cbs_age,cp24p012_feel_state,0.19123268211907288,6063
cbs_age,cp24p013_feel_trait,0.19019143049301784,6063
cbs_age,cp24p014_satisfaction,0.08837184148821309,6063
cbs_age,cp24p015_satisfaction,0.07204701902963592,6063
cbs_age,cp24p016_satisfaction,0.09610203631769892,6063
cbs_age,cp24p017_satisfaction,0.10179785897068733,6063
cbs_age,cp24p018_satisfaction,0.06271501847682275,6063
cbs_age,cp24p019_interpersonal_trust,0.1051565451815113,6063
cbs_age,cp24p020+_extraversion,0.007344729519357231,6063
cbs_age,cp24p021+_agreeableness,0.10237736510790686,6063
cbs_age,cp24p022+_conscientiousness,0.1932771895805913,6063
cbs_age,cp24p023+_emotional_stability,0.21207850671183745,6063
cbs_age,cp24p024+_imagination,0.002277044420599032,6063
cbs_age,cp24p070+_self_esteem,0.24851713745632484,6063
cbs_age,cp24p135_closeness,0.16915541206947726,6063
cbs_age,cp24p136+_social_desirability,0.27531358918325005,6063
cbs_age,cp24p198+_optimism,0.11319499587219911,6063
cbs_age,cv24p013_trust_government,-0.059724075635677054,6063
cbs_age,cv24p053_voted,-0.1418584413545013,6063
cbs_age,cv24p307_voting_behavior,0.048782157951653214,6063
cbs_age,cv24p307_voting_behavior_populist,-0.11831662602381629,6063
cbs_change_purch_power,cbs_age,-0.09914442876913095,6063
cbs_change_purch_power,cbs_gender_2_cat,0.008970610556186519,6063
cbs_change_purch_power,cbs_gross_income_percentile,-0.0033353044592840104,6063
cbs_change_purch_power,cbs_high_achieved_edu_degree_5_cat,-0.008922948436147323,6063
cbs_change_purch_power,cbs_num_parents_abroad_3_cat,0.021031309915723606,6063
cbs_change_purch_power,cbs_purch_power_log,-0.1147042715740695,6063
cbs_change_purch_power,cp24p010_happiness,-0.01699006724832484,6063
cbs_change_purch_power,cp24p012_feel_state,-0.006255062180973068,6063
cbs_change_purch_power,cp24p013_feel_trait,-0.03002100029711174,6063
cbs_change_purch_power,cp24p014_satisfaction,0.0011752800288835645,6063
cbs_change_purch_power,cp24p015_satisfaction,0.008272655146384941,6063
cbs_change_purch_power,cp24p016_satisfaction,0.006652818276327487,6063
cbs_change_purch_power,cp24p017_satisfaction,0.013388801871764633,6063
cbs_change_purch_power,cp24p018_satisfaction,-0.0007181686787048587,6063
cbs_change_purch_power,cp24p019_interpersonal_trust,-0.005693605703023222,6063
cbs_change_purch_power,cp24p020+_extraversion,0.000054437418893519814,6063
cbs_change_purch_power,cp24p021+_agreeableness,0.0148672136654545,6063
cbs_change_purch_power,cp24p022+_conscientiousness,-0.0063371807618756975,6063
cbs_change_purch_power,cp24p023+_emotional_stability,-0.052198811766391746,6063
cbs_change_purch_power,cp24p024+_imagination,0.02747350058436268,6063
cbs_change_purch_power,cp24p070+_self_esteem,-0.02468202790177912,6063
cbs_change_purch_power,cp24p135_closeness,-0.01389869027269186,6063
cbs_change_purch_power,cp24p136+_social_desirability,-0.028366991618140856,6063
cbs_change_purch_power,cp24p198+_optimism,-0.014473752013457188,6063
cbs_change_purch_power,cv24p013_trust_government,0.00487056699946924,6063
cbs_change_purch_power,cv24p053_voted,0.010159227375069252,6063
cbs_change_purch_power,cv24p307_voting_behavior,0.015681839448282376,6063
cbs_change_purch_power,cv24p307_voting_behavior_populist,0.008159328472790606,6063
cbs_gender_2_cat,cbs_age,0.0032026877068634203,6063
cbs_gender_2_cat,cbs_change_purch_power,0.008970610556186519,6063
cbs_gender_2_cat,cbs_gross_income_percentile,-0.010105008080173263,6063
cbs_gender_2_cat,cbs_high_achieved_edu_degree_5_cat,0.034096793919553454,6063
cbs_gender_2_cat,cbs_num_parents_abroad_3_cat,0.0,6063
cbs_gender_2_cat,cbs_purch_power_log,-0.008778958539171577,6063
cbs_gender_2_cat,cp24p010_happiness,-0.00598488890686669,6063
cbs_gender_2_cat,cp24p012_feel_state,0.011060263741138193,6063
cbs_gender_2_cat,cp24p013_feel_trait,0.011019574946293138,6063
cbs_gender_2_cat,cp24p014_satisfaction,-0.0022291522898212563,6063
cbs_gender_2_cat,cp24p015_satisfaction,0.0032869045936742888,6063
cbs_gender_2_cat,cp24p016_satisfaction,-0.007990337496955671,6063
cbs_gender_2_cat,cp24p017_satisfaction,0.0036674678886835033,6063
cbs_gender_2_cat,cp24p018_satisfaction,0.01059189521881954,6063
cbs_gender_2_cat,cp24p019_interpersonal_trust,-0.01333484906410751,6063
cbs_gender_2_cat,cp24p020+_extraversion,-0.019732194723133208,6063
cbs_gender_2_cat,cp24p021+_agreeableness,-0.013557914151722512,6063
cbs_gender_2_cat,cp24p022+_conscientiousness,-0.010261228075102677,6063
cbs_gender_2_cat,cp24p023+_emotional_stability,0.0036620816968369867,6063
cbs_gender_2_cat,cp24p024+_imagination,0.009923482492336669,6063
cbs_gender_2_cat,cp24p070+_self_esteem,-0.005354593360407536,6063
cbs_gender_2_cat,cp24p135_closeness,-0.05002138968563829,6063
cbs_gender_2_cat,cp24p136+_social_desirability,-0.011792538556873984,6063
cbs_gender_2_cat,cp24p198+_optimism,-0.006667402532660614,6063
cbs_gender_2_cat,cv24p013_trust_government,0.007694465752972313,6063
cbs_gender_2_cat,cv24p053_voted,0.0,6063
cbs_gender_2_cat,cv24p307_voting_behavior,0.04299374007004707,6063
cbs_gender_2_cat,cv24p307_voting_behavior_populist,0.027567767494805794,6063
cbs_gross_income_percentile,cbs_age,0.044939295420731634,6063
cbs_gross_income_percentile,cbs_change_purch_power,-0.0033353044592840104,6063
cbs_gross_income_percentile,cbs_gender_2_cat,-0.010105008080173263,6063
cbs_gross_income_percentile,cbs_high_achieved_edu_degree_5_cat,-0.034373556539124515,6063
cbs_gross_income_percentile,cbs_num_parents_abroad_3_cat,-0.015812748072819256,6063
cbs_gross_income_percentile,cbs_purch_power_log,0.4982627400236899,6063
cbs_gross_income_percentile,cp24p010_happiness,0.08784254164992236,6063
cbs_gross_income_percentile,cp24p012_feel_state,0.07047269062177727,6063
cbs_gross_income_percentile,cp24p013_feel_trait,0.09104145829493758,6063
cbs_gross_income_percentile,cp24p014_satisfaction,0.11051883983069917,6063
cbs_gross_income_percentile,cp24p015_satisfaction,0.1416480815912039,6063
cbs_gross_income_percentile,cp24p016_satisfaction,0.09219013898569538,6063
cbs_gross_income_percentile,cp24p017_satisfaction,0.12715794150179233,6063
cbs_gross_income_percentile,cp24p018_satisfaction,0.02959489712876041,6063
cbs_gross_income_percentile,cp24p019_interpersonal_trust,0.10017305866482597,6063
cbs_gross_income_percentile,cp24p020+_extraversion,0.04171073662151948,6063
cbs_gross_income_percentile,cp24p021+_agreeableness,-0.050269402658353474,6063
cbs_gross_income_percentile,cp24p022+_conscientiousness,0.0383712610098903,6063
cbs_gross_income_percentile,cp24p023+_emotional_stability,0.11758239540471306,6063
cbs_gross_income_percentile,cp24p024+_imagination,0.13342867340987657,6063
cbs_gross_income_percentile,cp24p070+_self_esteem,0.17272900539939304,6063
cbs_gross_income_percentile,cp24p135_closeness,-0.07041637252111584,6063
cbs_gross_income_percentile,cp24p136+_social_desirability,0.00853139142131493,6063
cbs_gross_income_percentile,cp24p198+_optimism,0.15095176659996565,6063
cbs_gross_income_percentile,cv24p013_trust_government,0.08450904404825542,6063
cbs_gross_income_percentile,cv24p053_voted,-0.0658424283774686,6063
cbs_gross_income_percentile,cv24p307_voting_behavior,-0.001524925315015368,6063
cbs_gross_income_percentile,cv24p307_voting_behavior_populist,-0.07860402246718041,6063
cbs_high_achieved_edu_degree_5_cat,cbs_age,-0.0032225343197855244,6063
cbs_high_achieved_edu_degree_5_cat,cbs_change_purch_power,-0.008922948436147323,6063
cbs_high_achieved_edu_degree_5_cat,cbs_gender_2_cat,0.034096793919553454,6063
cbs_high_achieved_edu_degree_5_cat,cbs_gross_income_percentile,-0.034373556539124515,6063
cbs_high_achieved_edu_degree_5_cat,cbs_num_parents_abroad_3_cat,0.03171477257869157,6063
cbs_high_achieved_edu_degree_5_cat,cbs_purch_power_log,-0.04646908529515114,6063
cbs_high_achieved_edu_degree_5_cat,cp24p010_happiness,0.01928767762141176,6063
cbs_high_achieved_edu_degree_5_cat,cp24p012_feel_state,0.019755711682974963,6063
cbs_high_achieved_edu_degree_5_cat,cp24p013_feel_trait,0.008195357220757713,6063
cbs_high_achieved_edu_degree_5_cat,cp24p014_satisfaction,0.00020801779147937885,6063
cbs_high_achieved_edu_degree_5_cat,cp24p015_satisfaction,0.0020343984436875383,6063
cbs_high_achieved_edu_degree_5_cat,cp24p016_satisfaction,0.02165321095895459,6063
cbs_high_achieved_edu_degree_5_cat,cp24p017_satisfaction,0.010637270770396086,6063
cbs_high_achieved_edu_degree_5_cat,cp24p018_satisfaction,0.01307662000439819,6063
cbs_high_achieved_edu_degree_5_cat,cp24p019_interpersonal_trust,0.0073366511989783325,6063
cbs_high_achieved_edu_degree_5_cat,cp24p020+_extraversion,0.0048812918208231,6063
cbs_high_achieved_edu_degree_5_cat,cp24p021+_agreeableness,0.019779878753383787,6063
cbs_high_achieved_edu_degree_5_cat,cp24p022+_conscientiousness,0.025813577220287282,6063
cbs_high_achieved_edu_degree_5_cat,cp24p023+_emotional_stability,-0.00502314150845734,6063
cbs_high_achieved_edu_degree_5_cat,cp24p024+_imagination,0.004339857548646942,6063
cbs_high_achieved_edu_degree_5_cat,cp24p070+_self_esteem,0.009414893995453748,6063
cbs_high_achieved_edu_degree_5_cat,cp24p135_closeness,-0.005425247561811992,6063
cbs_high_achieved_edu_degree_5_cat,cp24p136+_social_desirability,-0.02635861447517859,6063
cbs_high_achieved_edu_degree_5_cat,cp24p198+_optimism,0.016400132576419747,6063
cbs_high_achieved_edu_degree_5_cat,cv24p013_trust_government,0.01840212989593007,6063
cbs_high_achieved_edu_degree_5_cat,cv24p053_voted,0.07051328177635037,6063
cbs_high_achieved_edu_degree_5_cat,cv24p307_voting_behavior,0.14465086898596954,6063
cbs_high_achieved_edu_degree_5_cat,cv24p307_voting_behavior_populist,0.122330139675002,6063
cbs_num_parents_abroad_3_cat,cbs_age,-0.11994403586724622,6063
cbs_num_parents_abroad_3_cat,cbs_change_purch_power,0.021031309915723606,6063
cbs_num_parents_abroad_3_cat,cbs_gender_2_cat,0.0,6063
cbs_num_parents_abroad_3_cat,cbs_gross_income_percentile,-0.015812748072819256,6063
cbs_num_parents_abroad_3_cat,cbs_high_achieved_edu_degree_5_cat,0.03171477257869157,6063
cbs_num_parents_abroad_3_cat,cbs_purch_power_log,-0.09443327813863182,6063
cbs_num_parents_abroad_3_cat,cp24p010_happiness,-0.11239213855511793,6063
cbs_num_parents_abroad_3_cat,cp24p012_feel_state,-0.07006267110015886,6063
cbs_num_parents_abroad_3_cat,cp24p013_feel_trait,-0.10274834194461359,6063
cbs_num_parents_abroad_3_cat,cp24p014_satisfaction,-0.09557224333626715,6063
cbs_num_parents_abroad_3_cat,cp24p015_satisfaction,-0.1172567450480552,6063
cbs_num_parents_abroad_3_cat,cp24p016_satisfaction,-0.12140950408235804,6063
cbs_num_parents_abroad_3_cat,cp24p017_satisfaction,-0.09788009188557012,6063
cbs_num_parents_abroad_3_cat,cp24p018_satisfaction,-0.08022946300179064,6063
cbs_num_parents_abroad_3_cat,cp24p019_interpersonal_trust,-0.1293982782864721,6063
cbs_num_parents_abroad_3_cat,cp24p020+_extraversion,-0.023510487794075545,6063
cbs_num_parents_abroad_3_cat,cp24p021+_agreeableness,-0.10001907467478591,6063
cbs_num_parents_abroad_3_cat,cp24p022+_conscientiousness,-0.09591061838674092,6063
cbs_num_parents_abroad_3_cat,cp24p023+_emotional_stability,-0.07077746499826437,6063
cbs_num_parents_abroad_3_cat,cp24p024+_imagination,-0.03767686079841515,6063
cbs_num_parents_abroad_3_cat,cp24p070+_self_esteem,-0.09173418980010167,6063
cbs_num_parents_abroad_3_cat,cp24p135_closeness,-0.08464188655829859,6063
cbs_num_parents_abroad_3_cat,cp24p136+_social_desirability,-0.039641959842130425,6063
cbs_num_parents_abroad_3_cat,cp24p198+_optimism,-0.08156452877895685,6063
cbs_num_parents_abroad_3_cat,cv24p013_trust_government,-0.008035559909034538,6063
cbs_num_parents_abroad_3_cat,cv24p053_voted,0.26011681612241366,6063
cbs_num_parents_abroad_3_cat,cv24p307_voting_behavior,0.11136766661354573,6063
cbs_num_parents_abroad_3_cat,cv24p307_voting_behavior_populist,0.23981606864870278,6063
cbs_purch_power_log,cbs_age,-0.04440361929399347,6063
cbs_purch_power_log,cbs_change_purch_power,-0.1147042715740695,6063
cbs_purch_power_log,cbs_gender_2_cat,-0.008778958539171577,6063
cbs_purch_power_log,cbs_gross_income_percentile,0.4982627400236899,6063
cbs_purch_power_log,cbs_high_achieved_edu_degree_5_cat,-0.04646908529515114,6063
cbs_purch_power_log,cbs_num_parents_abroad_3_cat,-0.09443327813863182,6063
cbs_purch_power_log,cp24p010_happiness,0.1749712024677613,6063
cbs_purch_power_log,cp24p012_feel_state,0.12982300090270102,6063
cbs_purch_power_log,cp24p013_feel_trait,0.14049942100614193,6063
cbs_purch_power_log,cp24p014_satisfaction,0.21671994726930996,6063
cbs_purch_power_log,cp24p015_satisfaction,0.2555975141013658,6063
cbs_purch_power_log,cp24p016_satisfaction,0.19004479842488575,6063
cbs_purch_power_log,cp24p017_satisfaction,0.19194739854621717,6063
cbs_purch_power_log,cp24p018_satisfaction,0.12464397096771587,6063
cbs_purch_power_log,cp24p019_interpersonal_trust,0.15231365428513252,6063
cbs_purch_power_log,cp24p020+_extraversion,0.08221332519205005,6063
cbs_purch_power_log,cp24p021+_agreeableness,0.026267422042370325,6063
cbs_purch_power_log,cp24p022+_conscientiousness,0.028527652768399817,6063
cbs_purch_power_log,cp24p023+_emotional_stability,0.0640125301116181,6063
cbs_purch_power_log,cp24p024+_imagination,0.08078420794996126,6063
cbs_purch_power_log,cp24p070+_self_esteem,0.1582097557140012,6063
cbs_purch_power_log,cp24p135_closeness,0.019758767840534534,6063
cbs_purch_power_log,cp24p136+_social_desirability,-0.005197153416249579,6063
cbs_purch_power_log,cp24p198+_optimism,0.19837259884335415,6063
cbs_purch_power_log,cv24p013_trust_government,0.15771707583179576,6063
cbs_purch_power_log,cv24p053_voted,-0.09989733304882625,6063
cbs_purch_power_log,cv24p307_voting_behavior,-0.0029665900680413957,6063
cbs_purch_power_log,cv24p307_voting_behavior_populist,-0.08126350823095817,6063
cp24p010_happiness,cbs_age,0.1313845189663318,6063
cp24p010_happiness,cbs_change_purch_power,-0.01699006724832484,6063
cp24p010_happiness,cbs_gender_2_cat,-0.00598488890686669,6063
cp24p010_happiness,cbs_gross_income_percentile,0.08784254164992236,6063
cp24p010_happiness,cbs_high_achieved_edu_degree_5_cat,0.01928767762141176,6063
cp24p010_happiness,cbs_num_parents_abroad_3_cat,-0.11239213855511793,6063
cp24p010_happiness,cbs_purch_power_log,0.1749712024677613,6063
cp24p010_happiness,cp24p012_feel_state,0.6868806168926647,6063
cp24p010_happiness,cp24p013_feel_trait,0.7138726913864102,6063
cp24p010_happiness,cp24p014_satisfaction,0.714685137619838,6063
cp24p010_happiness,cp24p015_satisfaction,0.6710255310226908,6063
cp24p010_happiness,cp24p016_satisfaction,0.7487249280559347,6063
cp24p010_happiness,cp24p017_satisfaction,0.5806325954536954,6063
cp24p010_happiness,cp24p018_satisfaction,0.4890418379508338,6063
cp24p010_happiness,cp24p019_interpersonal_trust,0.260587868590267,6063
cp24p010_happiness,cp24p020+_extraversion,0.2316079368540652,6063
cp24p010_happiness,cp24p021+_agreeableness,0.15780576743821073,6063
cp24p010_happiness,cp24p022+_conscientiousness,0.2197884727809893,6063
cp24p010_happiness,cp24p023+_emotional_stability,0.335031884893847,6063
cp24p010_happiness,cp24p024+_imagination,0.12157273980307194,6063
cp24p010_happiness,cp24p070+_self_esteem,0.5224212185425976,6063
cp24p010_happiness,cp24p135_closeness,0.20552240750804837,6063
cp24p010_happiness,cp24p136+_social_desirability,0.20043333857177964,6063
cp24p010_happiness,cp24p198+_optimism,0.46701696403742593,6063
cp24p010_happiness,cv24p013_trust_government,0.1301645936198389,6063
cp24p010_happiness,cv24p053_voted,-0.10247302652110384,6063
cp24p010_happiness,cv24p307_voting_behavior,0.0332733037174368,6063
cp24p010_happiness,cv24p307_voting_behavior_populist,-0.07234066528102023,6063
cp24p012_feel_state,cbs_age,0.19123268211907288,6063
cp24p012_feel_state,cbs_change_purch_power,-0.006255062180973068,6063
cp24p012_feel_state,cbs_gender_2_cat,0.011060263741138193,6063
cp24p012_feel_state,cbs_gross_income_percentile,0.07047269062177727,6063
cp24p012_feel_state,cbs_high_achieved_edu_degree_5_cat,0.019755711682974963,6063
cp24p012_feel_state,cbs_num_parents_abroad_3_cat,-0.07006267110015886,6063
cp24p012_feel_state,cbs_purch_power_log,0.12982300090270102,6063
cp24p012_feel_state,cp24p010_happiness,0.6868806168926647,6063
cp24p012_feel_state,cp24p013_feel_trait,0.7895897045941757,6063
cp24p012_feel_state,cp24p014_satisfaction,0.6137076043982845,6063
cp24p012_feel_state,cp24p015_satisfaction,0.6009883022579494,6063
cp24p012_feel_state,cp24p016_satisfaction,0.63842335575813,6063
cp24p012_feel_state,cp24p017_satisfaction,0.47398280885080313,6063
cp24p012_feel_state,cp24p018_satisfaction,0.4259250998002718,6063
cp24p012_feel_state,cp24p019_interpersonal_trust,0.25431197540255235,6063
cp24p012_feel_state,cp24p020+_extraversion,0.194000452256059,6063
cp24p012_feel_state,cp24p021+_agreeableness,0.0950594840848693,6063
cp24p012_feel_state,cp24p022+_conscientiousness,0.19183498270879407,6063
cp24p012_feel_state,cp24p023+_emotional_stability,0.36754501142047646,6063
cp24p012_feel_state,cp24p024+_imagination,0.08471060361807223,6063
cp24p012_feel_state,cp24p070+_self_esteem,0.4841497026253481,6063
cp24p012_feel_state,cp24p135_closeness,0.17585823942161175,6063
cp24p012_feel_state,cp24p136+_social_desirability,0.21601780500204718,6063
cp24p012_feel_state,cp24p198+_optimism,0.41695496655097114,6063
cp24p012_feel_state,cv24p013_trust_government,0.10191231671289144,6063
cp24p012_feel_state,cv24p053_voted,-0.05436415961903722,6063
cp24p012_feel_state,cv24p307_voting_behavior,0.02985513224437223,6063
cp24p012_feel_state,cv24p307_voting_behavior_populist,-0.03614028609671703,6063
cp24p013_feel_trait,cbs_age,0.19019143049301784,6063
cp24p013_feel_trait,cbs_change_purch_power,-0.03002100029711174,6063
cp24p013_feel_trait,cbs_gender_2_cat,0.011019574946293138,6063
cp24p013_feel_trait,cbs_gross_income_percentile,0.09104145829493758,6063
cp24p013_feel_trait,cbs_high_achieved_edu_degree_5_cat,0.008195357220757713,6063
cp24p013_feel_trait,cbs_num_parents_abroad_3_cat,-0.10274834194461359,6063
cp24p013_feel_trait,cbs_purch_power_log,0.14049942100614193,6063
cp24p013_feel_trait,cp24p010_happiness,0.7138726913864102,6063
cp24p013_feel_trait,cp24p012_feel_state,0.7895897045941757,6063
cp24p013_feel_trait,cp24p014_satisfaction,0.6599819403541086,6063
cp24p013_feel_trait,cp24p015_satisfaction,0.6302578395574827,6063
cp24p013_feel_trait,cp24p016_satisfaction,0.6943927586781085,6063
cp24p013_feel_trait,cp24p017_satisfaction,0.5325864328799641,6063
cp24p013_feel_trait,cp24p018_satisfaction,0.4508545784098658,6063
cp24p013_feel_trait,cp24p019_interpersonal_trust,0.2669859470920713,6063
cp24p013_feel_trait,cp24p020+_extraversion,0.21806400515373112,6063
cp24p013_feel_trait,cp24p021+_agreeableness,0.12910701361834673,6063
cp24p013_feel_trait,cp24p022+_conscientiousness,0.23621675490052857,6063
cp24p013_feel_trait,cp24p023+_emotional_stability,0.368072591116294,6063
cp24p013_feel_trait,cp24p024+_imagination,0.13170345685157825,6063
cp24p013_feel_trait,cp24p070+_self_esteem,0.5298075431128756,6063
cp24p013_feel_trait,cp24p135_closeness,0.19765104948196363,6063
